time,code,class
0, Probe/Feed,1
0,STILL,2
0,NO CLEAN,3
0,ON Leaf,4
90.693744, Cleaning,3
136.032592,NO CLEAN,3
185.14304, Cleaning,3
285.748272,NO CLEAN,3
300.289317,END,0
