time,code,class
0, Probe/Feed,1
0,STILL,2
0,NO CLEAN,3
0,ON Leaf,4
25.7756, Walk,2
26.40312,NO FEED,1
36.14896, Probe/Feed,1
36.768352,STILL,2
39.285888, Walk,2
40.200944,NO FEED,1
47.797712, Probe/Feed,1
48.79752,STILL,2
276.725824, Cleaning,3
300.306227,END,0
