time,code,class
0,NO FEED,1
0,STILL,2
0,NO CLEAN,3
0,ON Leaf,4
15.784368, Probe/Feed,1
21.822528,NO FEED,1
21.822528, Walk,2
28.865744,STILL,2
28.865744, Probe/Feed,1
300.434864,END,0
