time,code,class
0, Probe/Feed,1
0,STILL,2
0,NO CLEAN,3
0,ON Leaf,4
25.787648,NO FEED,1
26.159184, Walk,2
51.957536, Probe/Feed,1
52.804048,STILL,2
65.42072, Walk,2
65.42072,NO FEED,1
78.397552, Probe/Feed,1
79.133168,STILL,2
300.350682,END,0
