time,code,class
0,NO FEED,1
0, Walk,2
0,NO CLEAN,3
0,ON Leaf,4
11.257875,STILL,2
11.257875, Probe/Feed,1
114.19416,NO FEED,1
114.19416, Walk,2
127.90208,STILL,2
127.90208, Probe/Feed,1
165.706128,NO FEED,1
165.706128, Walk,2
176.611936, Probe/Feed,1
176.611936,STILL,2
260.275758,NO FEED,1
260.275758, Walk,2
273.907086, Probe/Feed,1
273.907086,STILL,2
300.289227,END,0
