time,code,class
0, Probe/Feed,1
0,STILL,2
0,NO CLEAN,3
0,ON Leaf,4
52.411824,NO FEED,1
52.411824, Walk,2
113.543408,STILL,2
113.543408, Probe/Feed,1
152.516272,NO FEED,1
152.516272, Walk,2
178.444432, Probe/Feed,1
178.444432,STILL,2
190.612128, Walk,2
190.726608,NO FEED,1
237.723232, Probe/Feed,1
237.754912,STILL,2
277.35656,NO FEED,1
277.35656, Walk,2
300,END,0
