time,code,class
0, Probe/Feed,1
0,STILL,2
0,NO CLEAN,3
0,ON Leaf,4
2.916336,NO FEED,1
2.916336, Walk,2
61.709808, Probe/Feed,1
61.709808,STILL,2
156.96984, Cleaning,3
185.838672,NO CLEAN,3
300.389409,END,0
