time,code,class
0, Probe/Feed,1
0,STILL,2
0,NO CLEAN,3
0,ON Leaf,4
67.209731,NO FEED,1
67.209731, Walk,2
81.606707, Probe/Feed,1
81.606707,STILL,2
188.998243,NO FEED,1
191.650131, Walk,2
216.943267, Probe/Feed,1
216.986147,STILL,2
300.168864,END,0
