time,code,class
0,NO FEED,1
0,STILL,2
0,NO CLEAN,3
0,ON Leaf,4
17.220848, Probe/Feed,1
55.409136, Cleaning,3
282.863264, Walk,2
282.863264,NO FEED,1
282.863264,NO CLEAN,3
300,END,0
