time,code,class
0,NO FEED,1
0, Walk,2
0,NO CLEAN,3
0,ON Leaf,4
28.547616, Probe/Feed,1
28.848112,STILL,2
52.21024, Walk,2
52.480928,NO FEED,1
70.76984, Probe/Feed,1
71.109312,STILL,2
87.925728, Walk,2
88.154608,NO FEED,1
97.254656, Probe/Feed,1
97.403872,STILL,2
145.33368,NO FEED,1
145.670096, Walk,2
155.327104, Probe/Feed,1
155.538992,STILL,2
212.58056, Walk,2
212.864896,NO FEED,1
219.8436, Probe/Feed,1
220.155776,STILL,2
300,END,0
