time,code,class
0, Probe/Feed,1
0,STILL,2
0,NO CLEAN,3
0,ON Leaf,4
49.849648,NO FEED,1
49.849648, Walk,2
65.583104, Probe/Feed,1
66.442832,STILL,2
300.244773,END,0
