time,code,class
0, Probe/Feed,1
0,STILL,2
0,NO CLEAN,3
0,ON Leaf,4
25.757296, Cleaning,3
108.750832,NO CLEAN,3
120.292976, Cleaning,3
279.476592,NO CLEAN,3
300.305983,END,0
