time,code,class
0, Probe/Feed,1
0,STILL,2
0,NO CLEAN,3
0,ON Leaf,4
99.76505,NO FEED,1
99.76505, Walk,2
106.21921,STILL,2
107.205034, Probe/Feed,1
300,END,0
