time,code,class
0, Probe/Feed,1
0,STILL,2
0,NO CLEAN,3
0,ON Leaf,4
75.805888,NO FEED,1
75.805888, Walk,2
82.125536, OFF Leaf,4
86.149712,ON Leaf,4
97.158768, Probe/Feed,1
97.595376,STILL,2
163.05264, Walk,2
163.05264,NO FEED,1
181.276816, Probe/Feed,1
181.561232,STILL,2
300.305983,END,0
