time,code,class
0, Probe/Feed,1
0,STILL,2
0,NO CLEAN,3
0,ON Leaf,4
5.329584,NO FEED,1
5.727664, Walk,2
15.683344, Probe/Feed,1
15.683344,STILL,2
45.3608,NO FEED,1
45.936176, Walk,2
56.552912, Probe/Feed,1
56.9308,STILL,2
71.30192,NO FEED,1
78.25744, Walk,2
93.442464, Probe/Feed,1
93.940192,STILL,2
242.53376,NO FEED,1
246.614144, Walk,2
266.671664,STILL,2
268.91176, Probe/Feed,1
300.27265,END,0
