time,code,class
0, Probe/Feed,1
0,STILL,2
0,NO CLEAN,3
0,ON Leaf,4
29.09888,NO FEED,1
29.09888, Walk,2
45.745024, Probe/Feed,1
45.745024,STILL,2
45.447712,NO FEED,1
45.447712, Walk,2
89.093776, Probe/Feed,1
89.093776,STILL,2
300.259773,END,0
