time,code,class
0, Probe/Feed,1
0,STILL,2
0,NO CLEAN,3
0,ON Leaf,4
9.902704,NO FEED,1
9.902704, Walk,2
23.50416,STILL,2
24.192464, Probe/Feed,1
106.431536, Walk,2
106.431536,NO FEED,1
124.496544,STILL,2
124.496544, Probe/Feed,1
300.290227,END,0
