time,code,class
0, Probe/Feed,1
0,STILL,2
0,NO CLEAN,3
0,ON Leaf,4
64.61216,NO FEED,1
64.61216, Walk,2
77.661472,STILL,2
78.845952, Probe/Feed,1
104.008224,NO FEED,1
104.008224, Walk,2
127.857264, Probe/Feed,1
128.121504,STILL,2
300.063,END,0
