time,code,class
0, Probe/Feed,1
0,STILL,2
0,NO CLEAN,3
0,ON Leaf,4
39.285872,NO FEED,1
39.285872, Walk,2
53.322368,STILL,2
53.322368, Probe/Feed,1
61.146016,NO FEED,1
61.146016, Walk,2
67.130752, Probe/Feed,1
67.130752,STILL,2
83.635376,NO FEED,1
83.635376, Walk,2
95.162672, Probe/Feed,1
95.162672,STILL,2
284.544544,NO FEED,1
284.544544, Walk,2
300.259773,END,0
