time,code,class
0, Probe/Feed,1
0,STILL,2
0,NO CLEAN,3
0,ON Leaf,4
94.059712,NO FEED,1
94.059712, Walk,2
94.059712, OFF Leaf,4
168.654752,ON Leaf,4
192.627808, Probe/Feed,1
192.627808,STILL,2
215.404176,NO FEED,1
215.404176, Walk,2
233.448976, OFF Leaf,4
265.375888,ON Leaf,4
268.585328, Probe/Feed,1
268.585328,STILL,2
300.244773,END,0
