time,code,class
0, Probe/Feed,1
0,STILL,2
0,NO CLEAN,3
0,ON Leaf,4
2.549793,NO FEED,1
4.214687, Probe/Feed,1
9.352304,NO FEED,1
9.352304, Walk,2
17.355883, Probe/Feed,1
17.355883,STILL,2
300,END,0
