time,code,class
0, Probe/Feed,1
0,STILL,2
0,NO CLEAN,3
0,ON Leaf,4
30.642414,NO FEED,1
31.067134, Walk,2
41.51155, Probe/Feed,1
42.124846,STILL,2
179.619102,NO FEED,1
248.905597, Walk,2
272.435997,STILL,2
273.534461, Probe/Feed,1
300.290227,END,0
