time,code,class
0, Probe/Feed,1
0,STILL,2
0,NO CLEAN,3
0,ON Leaf,4
11.812464, Walk,2
12.352048,NO FEED,1
15.63, Probe/Feed,1
15.978512,STILL,2
228.395904,NO FEED,1
228.738112, Walk,2
237.131296, Probe/Feed,1
237.131296,STILL,2
300.32265,END,0
