time,code,class
0,NO FEED,1
0,STILL,2
0,NO CLEAN,3
0,ON Leaf,4
4.174944, Walk,2
7.251712, OFF Leaf,4
288.967168,ON Leaf,4
293.987632,STILL,2
297.887776, Probe/Feed,1
300.107409,END,0
