time,code,class
0, Probe/Feed,1
0,STILL,2
0,NO CLEAN,3
0,ON Leaf,4
26.059312,NO FEED,1
26.059312, Walk,2
41.754096, Probe/Feed,1
41.811408,STILL,2
300.334682,END,0
