time,code,class
0, Probe/Feed,1
0,STILL,2
0,NO CLEAN,3
0,ON Leaf,4
103.186992,NO FEED,1
103.465712, Walk,2
116.262416,STILL,2
116.436592, Probe/Feed,1
296.28064, Cleaning,3
300.290317,END,0
