time,code,class
0, Probe/Feed,1
0,STILL,2
0,NO CLEAN,3
0,ON Leaf,4
127.165312, Cleaning,3
140.971136,NO CLEAN,3
145.879632, Cleaning,3
223.539472,NO CLEAN,3
246.175776, Cleaning,3
255.388256,NO CLEAN,3
300.27265,END,0
