time,code,class
0,NO FEED,1
0,STILL,2
0,NO CLEAN,3
0,ON Leaf,4
102.608634, Walk,2
105.741146, OFF Leaf,4
113.108666,ON Leaf,4
116.431034,STILL,2
124.209882, OFF Leaf,4
300.185409,END,0
