time,code,class
0, Probe/Feed,1
0,STILL,2
0,NO CLEAN,3
0,ON Leaf,4
41.36664, Walk,2
41.718672,NO FEED,1
61.463328, Probe/Feed,1
85.138272,NO FEED,1
96.4076, Probe/Feed,1
102.751552,NO FEED,1
107.710576, Probe/Feed,1
108.338336,STILL,2
144.346976,NO FEED,1
146.35224, Walk,2
155.424528, Probe/Feed,1
164.350816,STILL,2
172.478144,NO FEED,1
174.312064, Walk,2
198.382112, Probe/Feed,1
198.382112,STILL,2
300.32365,END,0
