time,code,class
0, Probe/Feed,1
0,STILL,2
0,NO CLEAN,3
0,ON Leaf,4
97.629168,NO FEED,1
101.84488, Walk,2
105.971616, OFF Leaf,4
125.74496,ON Leaf,4
133.782976,STILL,2
164.49552, Walk,2
180.611104,STILL,2
180.611104, Probe/Feed,1
225.546752,NO FEED,1
225.709408, Walk,2
241.452208, Probe/Feed,1
241.452208,STILL,2
300.355317,END,0
