time,code,class
0, Probe/Feed,1
0,STILL,2
0,NO CLEAN,3
0,ON Leaf,4
31.418528,NO FEED,1
31.566512, Walk,2
34.566784, OFF Leaf,4
154.003152,ON Leaf,4
157.59384,STILL,2
157.59384, Probe/Feed,1
300.305983,END,0
