time,code,class
0, Probe/Feed,1
0,STILL,2
0,NO CLEAN,3
0,ON Leaf,4
181.464032,NO FEED,1
182.341952, Walk,2
209.831296, Probe/Feed,1
209.831296,STILL,2
290.026512,NO FEED,1
291.221168, Probe/Feed,1
300.306983,END,0
