time,code,class
0, Probe/Feed,1
0,STILL,2
0,NO CLEAN,3
0,ON Leaf,4
50.615264,NO FEED,1
50.676272, Walk,2
66.557408, OFF Leaf,4
89.36712,ON Leaf,4
153.751952,STILL,2
153.751952, Probe/Feed,1
300.305983,END,0
