time,code,class
0, Probe/Feed,1
0,STILL,2
0,NO CLEAN,3
0,ON Leaf,4
147.203536,NO FEED,1
147.7368, Walk,2
164.443536, Probe/Feed,1
164.633872,STILL,2
300.290227,END,0
