time,code,class
0, Probe/Feed,1
0,STILL,2
0,NO CLEAN,3
0,ON Leaf,4
26.9831,NO FEED,1
27.119357, Walk,2
58.000555, Probe/Feed,1
59.037951,STILL,2
87.174037,NO FEED,1
87.26053, Walk,2
104.94028, Probe/Feed,1
106.567874,NO FEED,1
195.097083, Probe/Feed,1
195.097083,STILL,2
207.795995, Walk,2
207.795995,NO FEED,1
219.897691, Probe/Feed,1
219.897691,STILL,2
267.18416,NO FEED,1
267.599616, Walk,2
287.474864, Probe/Feed,1
287.922896,STILL,2
300.305317,END,0
