time,code,class
0, Probe/Feed,1
0,STILL,2
0,NO CLEAN,3
0,ON Leaf,4
145.388047,NO FEED,1
158.499743, Walk,2
167.506975, Probe/Feed,1
167.506975,STILL,2
300.321983,END,0
