time,code,class
0, Probe/Feed,1
0,STILL,2
0,NO CLEAN,3
0,ON Leaf,4
29.6192,NO FEED,1
29.897888, Walk,2
39.257248, Probe/Feed,1
39.629936,STILL,2
300.306983,END,0
