time,code,class
0,NO FEED,1
0, Walk,2
0,NO CLEAN,3
0,ON Leaf,4
7.722704, Probe/Feed,1
7.722704,STILL,2
70.277712,NO FEED,1
70.59648, Walk,2
79.834192, Probe/Feed,1
80.064304,STILL,2
123.3776, Walk,2
123.380752,NO FEED,1
132.170944, OFF Leaf,4
136.515248,ON Leaf,4
141.89448, Probe/Feed,1
142.062016,STILL,2
163.755072,NO FEED,1
163.826416, Walk,2
168.418864, Probe/Feed,1
168.418864,STILL,2
300.32265,END,0
