time,code,class
0, Probe/Feed,1
0,STILL,2
0,NO CLEAN,3
0,ON Leaf,4
1.58952,NO FEED,1
1.957184, Walk,2
11.533312, Probe/Feed,1
12.978736,STILL,2
98.6976, Cleaning,3
168.57896,NO CLEAN,3
173.83584, Cleaning,3
178.738816,NO CLEAN,3
300.321983,END,0
