time,code,class
0, Probe/Feed,1
0,STILL,2
0,NO CLEAN,3
0,ON Leaf,4
157.509728,NO FEED,1
157.926816, Walk,2
167.88288, Probe/Feed,1
168.173776,STILL,2
300.32265,END,0
