time,code,class
0, Walk,2
0,NO FEED,1
0,NO CLEAN,3
0,ON Leaf,4
21.479959, Probe/Feed,1
21.655909,STILL,2
182.090785, Walk,2
182.090785,NO FEED,1
211.633458, Probe/Feed,1
211.633458,STILL,2
300.32365,END,0
