time,code,class
0,NO FEED,1
0, Walk,2
0,NO CLEAN,3
0,ON Leaf,4
11.524432, Probe/Feed,1
11.524432,STILL,2
99.186064, Cleaning,3
101.504928, Walk,2
101.504928,NO FEED,1
101.504928,NO CLEAN,3
134.56632, Probe/Feed,1
134.56632,STILL,2
300.305983,END,0
