time,code,class
0,NO FEED,1
0, Walk,2
0,NO CLEAN,3
0,ON Leaf,4
15.898832, Probe/Feed,1
15.898832,STILL,2
259.299152, Cleaning,3
296.203408,NO CLEAN,3
300.321983,END,0
