time,code,class
0,NO FEED,1
0, Walk,2
0,NO CLEAN,3
0,ON Leaf,4
23.495473,STILL,2
23.511809, Probe/Feed,1
151.345632, Cleaning,3
226.888,NO CLEAN,3
242.556656, Cleaning,3
300.305983,END,0
