time,code,class
0, Probe/Feed,1
0,STILL,2
0,NO CLEAN,3
0,ON Leaf,4
29.999616,NO FEED,1
30.33112, Walk,2
39.571664, Probe/Feed,1
39.988672,STILL,2
300.28865,END,0
