time,code,class
0, Probe/Feed,1
0,STILL,2
0,NO CLEAN,3
0,ON Leaf,4
116.427131,NO FEED,1
116.427131, Walk,2
167.856346, Probe/Feed,1
167.856346,STILL,2
300.289317,END,0
