time,code,class
0, Probe/Feed,1
0,STILL,2
0,NO CLEAN,3
0,ON Leaf,4
210.617181,NO FEED,1
210.617181, Walk,2
220.272493, Probe/Feed,1
220.272493,STILL,2
261.419709,NO FEED,1
261.419709, Walk,2
276.919069, Probe/Feed,1
276.919069,STILL,2
300.32265,END,0
