time,code,class
0, Probe/Feed,1
0,STILL,2
0,NO CLEAN,3
0,ON Leaf,4
58.183727,NO FEED,1
63.139583, Probe/Feed,1
121.130878,NO FEED,1
126.81387, Probe/Feed,1
231.114942, Walk,2
231.114942,NO FEED,1
240.582414, Probe/Feed,1
240.582414,STILL,2
300.214318,END,0
